% 1. Title: POSTag dataset
%
% 2. Sources: UD_Indonesian
%
@RELATION postag
@ATTRIBUTE form NUMERIC
@ATTRIBUTE prevpostag NUMERIC
@ATTRIBUTE class {_,PROPN,AUX,DET,NOUN,PRON,VERB,ADP,PUNCT,ADV,CCONJ,SCONJ,NUM,ADJ,PART,SYM,X}
@DATA
12666,2,NOUN
172,4,PUNCT
12666,8,NOUN
5041,4,ADJ
199,13,ADP
596,7,DET
9303,3,NOUN
75,4,ADP
12667,7,PROPN
12668,1,PROPN
10,1,PUNCT
169,8,ADP
12669,7,NUM
10,12,PUNCT
27,8,CCONJ
196,10,VERB
81,6,NUM
7,12,ADP
533,7,ADP
586,7,NUM
139,12,PUNCT
12670,8,PROPN
12667,1,PROPN
139,1,PUNCT
7,8,ADP
75,7,ADP
12667,7,PROPN
12668,1,PROPN
16,1,PUNCT
292,8,ADV
2387,9,PROPN
27,1,CCONJ
9188,10,PROPN
308,1,ADV
3276,9,VERB
3293,6,NOUN
181,4,PRON
32,5,PRON
2,5,AUX
3477,2,NOUN
2511,4,NOUN
1294,4,ADJ
5,13,PRON
12671,5,VERB
795,6,ADP
36,7,DET
284,3,PUNCT
7624,8,SCONJ
12672,11,ADV
172,9,PUNCT
68,8,ADV
12673,9,VERB
10,6,PUNCT
12674,8,PROPN
2508,1,VERB
38,6,ADP
12675,7,PROPN
27,1,CCONJ
12676,10,PROPN
16,1,PUNCT
7015,8,PROPN
1969,1,NUM
564,12,SYM
224,15,ADV
3814,9,VERB
127,6,ADP
12677,7,NOUN
1969,4,NUM
564,12,SYM
938,15,SCONJ
29,11,DET
9169,3,NOUN
129,4,ADJ
12678,13,NOUN
2101,4,VERB
6615,6,NOUN
75,4,ADP
12679,7,NOUN
10,4,PUNCT
4842,8,ADV
591,9,ADV
12680,9,VERB
27,6,CCONJ
6175,10,VERB
38,6,ADP
12681,7,PROPN
16,1,PUNCT
484,8,ADP
4340,7,NOUN
172,4,PUNCT
4340,8,NOUN
1202,4,NOUN
251,4,NOUN
10,4,PUNCT
123,8,NOUN
12682,4,NOUN
355,4,ADP
7539,7,NOUN
9622,4,NOUN
10,4,PUNCT
4217,8,NOUN
12683,4,NOUN
27,4,CCONJ
5387,10,NOUN
12684,4,VERB
16,6,PUNCT
12685,8,PROPN
199,1,ADP
1163,7,DET
12686,3,NOUN
16,4,PUNCT
139,8,PUNCT
6048,8,PROPN
2132,1,PROPN
11055,1,PROPN
4954,1,VERB
10348,6,NOUN
451,4,NOUN
10,4,PUNCT
24,8,ADP
1977,7,NOUN
199,4,ADP
183,7,PROPN
184,1,PROPN
27,1,CCONJ
903,10,NOUN
172,4,PUNCT
903,8,NOUN
12687,4,PROPN
533,1,ADP
252,7,ADP
44,7,PROPN
961,1,PROPN
10,1,PUNCT
3834,8,PROPN
10,1,PUNCT
1413,8,PROPN
10,1,PUNCT
27,8,CCONJ
5973,10,PROPN
16,1,PUNCT
2279,8,PROPN
12688,1,PROPN
2,1,AUX
1287,2,NOUN
252,4,ADJ
199,13,ADP
2281,7,NOUN
12689,4,NOUN
7,4,ADP
413,7,NOUN
2157,4,PROPN
5069,1,ADP
7,7,ADP
4176,7,PROPN
27,1,CCONJ
5853,10,PROPN
10,1,PUNCT
196,8,VERB
2281,6,NOUN
1460,4,NOUN
13,4,PROPN
417,1,PROPN
5,1,PRON
3422,5,VERB
70,6,ADP
2157,7,PROPN
577,1,ADP
12690,7,NUM
10,12,PUNCT
38,8,ADP
179,7,NOUN
13,4,PROPN
4639,1,ADV
5,9,PRON
1136,5,VERB
199,6,ADP
7951,7,PROPN
31,1,SCONJ
828,11,ADV
12691,9,VERB
7,6,ADP
2961,7,NOUN
16,4,PUNCT
12692,8,PROPN
196,1,VERB
2722,6,NOUN
957,4,NOUN
1107,4,ADJ
5,13,PRON
818,5,VERB
12693,6,ADJ
27,13,CCONJ
12694,10,ADJ
16,13,PUNCT
139,8,PUNCT
12695,8,PROPN
12696,1,PROPN
139,1,PUNCT
75,8,ADP
781,7,NOUN
2801,4,PROPN
135,1,PUNCT
2,8,AUX
2725,2,NOUN
561,4,NOUN
5,4,PRON
12697,5,VERB
38,6,ADP
12698,7,NOUN
12699,4,NOUN
7476,4,PROPN
10,1,PUNCT
726,8,NOUN
1476,4,PROPN
172,1,PUNCT
12700,8,PROPN
46,1,ADP
47,7,NOUN
12701,4,NUM
16,12,PUNCT
12702,8,PROPN
2300,1,PROPN
2,1,AUX
4,2,NOUN
7,4,ADP
8,7,PROPN
12703,1,PROPN
10,1,PUNCT
12703,8,PROPN
10,1,PUNCT
4906,8,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
2881,8,PROPN
337,1,ADJ
32,13,PRON
4033,5,VERB
5775,6,NOUN
139,4,PUNCT
12704,8,PROPN
12705,1,PROPN
12706,1,PROPN
12707,1,PROPN
132,1,PUNCT
12708,8,PROPN
135,1,PUNCT
139,8,PUNCT
10,8,PUNCT
27,8,CCONJ
12709,10,NOUN
1872,4,VERB
932,6,ADP
7770,7,ADJ
46,13,ADP
3418,7,NUM
3212,12,PROPN
1633,1,NUM
16,12,PUNCT
12710,8,PROPN
12711,1,PROPN
12712,1,PROPN
2,1,AUX
6960,2,VERB
27,6,CCONJ
12713,10,VERB
38,6,ADP
12714,7,NOUN
6717,4,PROPN
276,1,PROPN
1023,1,PROPN
12715,1,PROPN
132,1,PUNCT
12716,8,PROPN
135,1,PUNCT
16,8,PUNCT
11062,8,NOUN
1005,4,NOUN
196,4,VERB
1496,6,NOUN
3065,4,NOUN
1005,4,NOUN
5,4,PRON
4637,5,VERB
199,6,ADP
9299,7,NOUN
533,4,ADP
12717,7,NOUN
132,4,PUNCT
12718,8,NOUN
135,4,PUNCT
1005,8,NOUN
27,4,CCONJ
2547,10,NOUN
12719,4,ADJ
16,13,PUNCT
8010,8,NOUN
36,4,DET
37,3,VERB
38,6,ADP
2239,7,NOUN
2306,4,NOUN
7,4,ADP
854,7,NUM
16,12,PUNCT
613,8,ADP
107,7,DET
10,3,PUNCT
1723,8,PROPN
12720,1,PROPN
591,1,ADV
12721,9,VERB
5511,6,PROPN
59,1,NUM
68,12,NOUN
10,4,PUNCT
10,8,PUNCT
27,8,CCONJ
9275,10,PROPN
2242,1,PROPN
16,1,PUNCT
882,8,ADP
3211,7,NUM
1320,12,PROPN
329,1,NUM
10,12,PUNCT
280,8,PRON
454,5,ADV
11766,9,VERB
3463,6,VERB
1413,6,PROPN
10,1,PUNCT
3161,8,VERB
12722,6,PROPN
1723,1,PROPN
12723,1,PROPN
853,1,NOUN
7509,4,NUM
12724,12,PROPN
12725,1,PROPN
1623,1,VERB
12726,6,NOUN
12660,4,PROPN
199,1,ADP
1367,7,NOUN
8924,4,PROPN
938,1,SCONJ
2056,11,NOUN
27,4,CCONJ
11012,10,NOUN
75,4,ADP
825,7,NOUN
5456,4,NOUN
16,4,PUNCT
12727,8,PROPN
4224,1,PROPN
12728,1,PROPN
119,1,NUM
68,12,NOUN
7701,4,VERB
47,6,NOUN
2899,4,NUM
24,12,ADP
3020,7,NOUN
692,4,NUM
2720,12,NOUN
16,4,PUNCT
12729,8,PROPN
2,1,AUX
4,2,NOUN
7,4,ADP
8,7,NOUN
12730,4,PROPN
10,1,PUNCT
12731,8,PROPN
10,1,PUNCT
13,8,PROPN
417,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
11214,8,PROPN
12732,1,PROPN
4637,1,VERB
7,6,ADP
29,7,DET
1103,3,NOUN
5,4,PRON
2033,5,VERB
8634,6,NOUN
172,4,PUNCT
4190,8,NOUN
75,4,ADP
230,7,NOUN
16,4,PUNCT
5900,8,PROPN
12733,1,PROPN
194,1,PUNCT
5524,8,PROPN
7879,1,PROPN
5899,1,PROPN
5900,1,PROPN
12733,1,PROPN
194,1,PUNCT
12734,8,PROPN
12735,1,PROPN
11167,1,PROPN
12733,1,PROPN
194,1,PUNCT
12736,8,PROPN
3068,1,PROPN
12737,1,PROPN
5900,1,PROPN
12738,1,PROPN
194,1,PUNCT
12739,8,PROPN
12740,1,PROPN
12738,1,PROPN
194,1,PUNCT
8929,8,PROPN
12741,1,PROPN
12738,1,PROPN
194,1,PUNCT
7385,8,PROPN
12742,1,PROPN
4224,1,PROPN
12743,1,PROPN
12744,1,PROPN
7714,1,NUM
10,12,PUNCT
7714,8,NUM
564,12,SYM
4224,15,PROPN
12745,1,PROPN
2300,1,PROPN
1726,1,NUM
10,12,PUNCT
1726,8,NUM
564,12,SYM
4224,15,PROPN
12746,1,PROPN
9515,1,PROPN
12747,1,PROPN
1968,1,NUM
10,12,PUNCT
1968,8,NUM
564,12,SYM
12748,15,PROPN
1517,1,NUM
10,12,PUNCT
1388,8,NUM
564,12,SYM
5997,15,ADV
1507,9,VERB
38,6,ADP
12749,7,NOUN
9962,4,PROPN
172,1,PUNCT
4413,8,PROPN
907,1,PROPN
46,1,ADP
12750,7,NOUN
1912,4,NOUN
70,4,NUM
172,12,PUNCT
1585,8,NUM
54,12,ADP
70,7,NUM
172,12,PUNCT
684,8,NUM
5,12,PRON
7203,5,VERB
7,6,ADP
2656,7,PROPN
13,1,PROPN
16,1,PUNCT
484,8,ADP
2151,7,NOUN
2753,4,PROPN
913,1,PROPN
10,1,PUNCT
12751,8,PROPN
12752,1,PROPN
10,1,PUNCT
5,8,PRON
7203,5,VERB
7,6,ADP
251,7,PROPN
12753,1,PROPN
3191,1,VERB
533,6,ADP
12750,7,NOUN
1912,4,NOUN
70,4,NUM
172,12,PUNCT
1517,8,NUM
54,12,ADP
70,7,NUM
172,12,PUNCT
1585,8,NUM
16,12,PUNCT
882,8,ADP
692,7,NUM
3212,12,PROPN
2792,1,NUM
10,12,PUNCT
6389,8,PROPN
2289,1,VERB
12754,6,NOUN
8178,4,NOUN
12755,4,NOUN
7,4,ADP
4900,7,PROPN
5,1,PRON
905,5,VERB
86,6,ADP
3185,7,NOUN
12756,4,NUM
12757,12,NOUN
627,4,NOUN
681,4,NOUN
3900,4,PROPN
4365,1,PROPN
16,1,PUNCT
914,8,SCONJ
2285,11,NOUN
2994,4,VERB
27,6,CCONJ
5749,10,NOUN
828,4,ADV
12758,9,VERB
12759,6,NOUN
4216,4,NOUN
1241,4,NOUN
10,4,PUNCT
6389,8,PROPN
6380,1,VERB
1557,6,NOUN
181,4,SCONJ
1127,11,PROPN
5538,1,PROPN
8202,1,PROPN
16,1,PUNCT
12760,8,PROPN
264,1,VERB
7926,6,NOUN
2506,4,NOUN
16,4,PUNCT
12761,8,NOUN
6047,4,NOUN
13,4,PROPN
36,1,DET
851,3,ADV
12762,9,VERB
16,6,PUNCT
319,8,PRON
102,5,PART
12763,14,VERB
27,6,CCONJ
12764,10,VERB
938,6,SCONJ
196,11,VERB
4043,6,NOUN
12765,4,VERB
2681,6,ADJ
16,13,PUNCT
9223,8,NOUN
2,4,AUX
3,2,DET
10425,3,NOUN
410,4,NOUN
430,4,NOUN
663,4,PROPN
12766,1,ADV
12767,9,ADJ
5,13,PROPN
196,1,VERB
3151,6,NOUN
111,4,ADP
1357,7,VERB
4927,6,PUNCT
24,8,ADP
7037,7,ADJ
2013,13,PUNCT
16,8,PUNCT
12768,8,NOUN
194,4,PUNCT
300,8,SYM
300,15,SYM
12769,15,X
16,16,PUNCT
12770,8,X
16,16,PUNCT
10972,8,X
300,16,SYM
12771,15,X
300,16,SYM
12772,15,X
300,16,SYM
12773,15,X
300,16,SYM
12774,15,X
16,16,PUNCT
12775,8,X
8209,16,PROPN
53,1,ADV
8840,9,VERB
2724,6,NUM
47,12,NOUN
31,4,CCONJ
3477,10,NOUN
3300,4,NOUN
12776,4,PROPN
12777,1,PROPN
10897,1,VERB
75,6,ADP
1501,7,NOUN
325,4,NOUN
12778,4,NOUN
12779,4,NOUN
12550,4,NOUN
10,4,PUNCT
5,8,PRON
12780,5,NOUN
10348,4,NOUN
196,4,VERB
587,6,NOUN
1523,4,PROPN
172,1,PUNCT
183,8,PROPN
10,1,PUNCT
38,8,ADP
596,7,DET
9148,3,NOUN
12781,4,NOUN
582,4,NOUN
3507,4,NOUN
3333,4,ADJ
46,13,ADP
684,7,NUM
1781,12,NOUN
10895,4,NUM
16,12,PUNCT
2265,8,ADP
938,7,SCONJ
107,11,DET
201,3,VERB
5,6,PRON
12782,5,VERB
7,6,ADP
1943,7,ADP
10,7,PUNCT
201,8,VERB
5,6,PRON
12783,5,ADP
27,7,CCONJ
201,10,VERB
5,6,PRON
12784,5,VERB
12785,6,ADP
16,7,PUNCT
2146,8,NOUN
4427,4,NOUN
556,4,NOUN
1875,4,ADJ
111,13,ADP
1321,7,NUM
2,12,VERB
1517,6,NUM
10,12,PUNCT
1485,8,NUM
564,12,SYM
16,15,PUNCT
576,8,VERB
38,6,ADP
12786,7,PROPN
46,1,ADP
3928,7,NUM
181,12,SCONJ
12787,11,NOUN
10178,4,VERB
4001,6,ADP
7964,7,NUM
10,12,PUNCT
692,8,NUM
564,12,SYM
199,15,ADP
12788,7,PROPN
594,1,PROPN
10,1,PUNCT
2872,8,NOUN
27,4,CCONJ
9253,10,NOUN
577,4,ADP
8450,7,NUM
10,12,PUNCT
1053,8,NUM
564,12,SYM
27,15,CCONJ
4955,10,NOUN
577,4,ADP
12789,7,NUM
10,12,PUNCT
2606,8,NUM
564,12,SYM
16,15,PUNCT
12790,8,NOUN
683,4,ADJ
172,13,PUNCT
683,8,ADJ
6306,13,NOUN
577,4,ADP
12791,7,NUM
7,12,ADP
1376,7,NOUN
5765,4,NOUN
10,4,PUNCT
3,8,DET
8168,3,NOUN
5,4,PRON
871,5,ADV
12792,9,VERB
7,6,ADP
5864,7,NOUN
3173,4,ADJ
16,13,PUNCT
1415,8,ADP
67,7,ADJ
3388,13,NOUN
280,4,PRON
12793,5,VERB
34,6,NOUN
46,4,ADP
1233,7,NOUN
2717,4,NOUN
10,4,PUNCT
355,8,ADP
605,7,PROPN
10,1,PUNCT
27,8,CCONJ
280,10,PRON
1061,5,VERB
12794,6,NOUN
938,4,CCONJ
12795,10,VERB
199,6,ADP
2716,7,NOUN
1207,4,ADJ
10,13,PUNCT
355,8,ADP
12796,7,NOUN
7,4,ADP
533,7,NOUN
12797,4,NOUN
16,4,PUNCT
341,8,DET
429,3,NOUN
7105,4,VERB
5489,6,NUM
128,12,NOUN
657,4,DET
139,3,PUNCT
810,8,PROPN
12798,1,PROPN
2865,1,PROPN
6797,1,PROPN
10,1,PUNCT
139,8,PUNCT
139,8,PUNCT
12799,8,PROPN
2111,1,PROPN
12800,1,PROPN
139,1,PUNCT
27,8,CCONJ
139,10,PUNCT
12801,8,PROPN
139,1,PUNCT
16,8,PUNCT
12802,8,PROPN
194,1,PUNCT
12803,8,PROPN
12804,1,ADV
12805,9,VERB
12806,6,NOUN
16,4,PUNCT
3983,8,CCONJ
2212,10,ADV
308,9,ADV
87,9,ADV
58,9,ADJ
24,13,ADP
12807,7,PROPN
284,1,PUNCT
1024,8,PROPN
1513,1,SCONJ
2209,11,VERB
4807,6,NOUN
587,4,NOUN
587,4,NOUN
177,4,ADJ
115,13,PROPN
27,1,CCONJ
9512,10,PROPN
12808,1,PROPN
6083,1,VERB
12539,6,VERB
197,6,DET
81,3,DET
199,3,ADP
12809,7,NOUN
264,4,VERB
447,6,NOUN
119,4,ADJ
1182,13,ADJ
12810,13,NOUN
115,4,NOUN
5,4,PRON
871,5,ADV
12651,9,VERB
38,6,ADP
9512,7,PROPN
12808,1,PROPN
12811,1,VERB
111,6,ADP
7672,7,NOUN
12812,4,NOUN
12809,4,NOUN
16,4,PUNCT
12813,8,SCONJ
12814,11,VERB
3617,6,NOUN
835,4,NOUN
12815,4,NOUN
1255,4,NOUN
132,4,PUNCT
12816,8,PROPN
135,1,PUNCT
12817,8,PROPN
963,1,PROPN
27,1,CCONJ
4864,10,VERB
127,6,ADP
12818,7,PROPN
1834,1,PROPN
1487,1,NUM
10,12,PUNCT
2868,8,ADJ
12819,13,NOUN
7629,4,PROPN
996,1,PROPN
64,1,PUNCT
12820,8,PROPN
64,1,PUNCT
36,8,DET
125,3,ADV
6065,9,VERB
24,6,ADP
12821,7,PROPN
1518,1,PROPN
1412,1,NUM
16,12,PUNCT
455,8,DET
12822,3,NOUN
1503,4,NOUN
5,4,PRON
618,5,ADJ
202,13,CCONJ
107,10,DET
533,3,SCONJ
252,11,CCONJ
194,10,PUNCT
12823,8,PROPN
12824,1,PROPN
132,1,PUNCT
3990,8,PROPN
12825,1,PROPN
7133,1,NOUN
172,4,PUNCT
12826,8,PROPN
119,1,NUM
135,12,PUNCT
10,8,PUNCT
9427,8,PROPN
12411,1,PROPN
4131,1,PROPN
132,1,PUNCT
3953,8,NOUN
3142,4,NOUN
1370,4,NOUN
2420,4,PROPN
135,1,PUNCT
10,8,PUNCT
27,8,CCONJ
12827,10,PROPN
12828,1,PROPN
16,1,PUNCT
12829,8,PROPN
584,1,VERB
6920,6,NOUN
2553,4,ADJ
5,13,PRON
1598,5,ADV
177,9,ADJ
10,13,PUNCT
660,8,ADV
2419,9,PROPN
2420,1,PROPN
2421,1,PROPN
12829,1,PROPN
16,1,PUNCT
882,8,ADP
47,7,NOUN
989,4,NUM
10,12,PUNCT
280,8,PRON
4344,5,VERB
830,6,NUM
138,12,NOUN
332,4,NOUN
942,4,ADJ
27,13,CCONJ
5,10,PRON
1908,5,ADV
944,9,ADJ
199,13,ADP
1607,7,NOUN
12830,4,PROPN
252,1,ADJ
5,13,PRON
871,5,ADV
4344,9,VERB
138,6,NOUN
332,4,NOUN
16,4,PUNCT
12831,8,PROPN
3556,1,PROPN
196,1,VERB
197,6,DET
81,3,DET
4,3,NOUN
5,4,PRON
201,5,VERB
7,6,ADP
8,7,PROPN
6929,1,PROPN
12832,1,PROPN
12833,1,PROPN
10,1,PUNCT
11,8,NOUN
9031,4,PROPN
9032,1,PROPN
10,1,PUNCT
402,8,PROPN
1185,1,PROPN
2132,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
6325,8,PROPN
12834,1,PROPN
12835,1,PROPN
1546,1,VERB
139,6,PUNCT
587,8,NOUN
12836,4,NOUN
139,4,PUNCT
10,8,PUNCT
27,8,CCONJ
1071,10,NOUN
7426,4,VERB
59,6,NUM
12837,12,NOUN
12836,4,NOUN
27,4,CCONJ
360,10,DET
2006,3,NOUN
32,4,PRON
202,5,SCONJ
32,11,PRON
1169,5,VERB
3551,6,NOUN
11499,4,ADP
1342,7,PROPN
46,1,ADP
12836,7,NOUN
427,4,ADV
12838,9,VERB
16,6,PUNCT
5672,8,NOUN
119,4,ADJ
7498,13,VERB
1992,6,NOUN
70,4,ADP
12839,7,PROPN
12840,1,PROPN
1610,1,PROPN
16,1,PUNCT
1758,8,NOUN
36,4,DET
7,3,ADP
4766,7,NOUN
2033,4,VERB
4027,6,NOUN
902,4,NOUN
12841,4,PROPN
2156,1,PROPN
16,1,PUNCT
12842,8,PROPN
12843,1,PROPN
2,1,AUX
394,2,DET
2383,3,NOUN
145,4,NOUN
10161,4,PROPN
6942,1,PROPN
132,1,PUNCT
75,8,ADP
781,7,NOUN
426,4,PROPN
12844,1,PROPN
12845,1,PROPN
135,1,PUNCT
7,8,ADP
183,7,PROPN
184,1,PROPN
46,1,ADP
1912,7,NOUN
70,4,NUM
172,12,PUNCT
3256,8,NUM
16,12,PUNCT
4793,8,PART
2858,14,PRON
36,5,DET
6219,3,VERB
127,6,ADP
587,7,NOUN
659,4,ADJ
10,13,PUNCT
938,8,SCONJ
280,11,PRON
871,5,ADV
3316,9,VERB
2858,6,PRON
284,5,PUNCT
12846,8,PROPN
36,1,DET
3968,3,VERB
38,6,ADP
2383,7,NOUN
129,4,ADJ
12847,13,PROPN
322,1,NUM
10,12,PUNCT
12848,8,PROPN
16,1,PUNCT
882,8,ADP
273,7,NOUN
709,4,NOUN
10,4,PUNCT
12848,8,PROPN
1965,1,VERB
111,6,ADP
445,7,VERB
12849,6,PROPN
27,1,CCONJ
1220,10,ADV
139,9,PUNCT
3439,8,NOUN
139,4,PUNCT
12850,8,PROPN
12846,1,PROPN
12851,1,VERB
223,6,ADP
12849,7,PROPN
27,1,CCONJ
12848,10,PROPN
762,1,VERB
5806,6,ADJ
16,13,PUNCT
1758,8,SCONJ
5810,11,NOUN
177,4,ADJ
21,13,VERB
533,6,ADP
2314,7,PROPN
24,1,ADP
7001,7,PROPN
10,1,PUNCT
8199,8,PROPN
12852,1,VERB
38,6,ADP
12853,7,PROPN
111,1,ADP
12377,7,NOUN
1798,4,NOUN
5,4,PRON
871,5,ADV
12854,9,VERB
795,6,ADP
280,7,PRON
102,5,ADV
201,9,VERB
7,6,ADP
690,7,NOUN
16,4,PUNCT
4793,8,PART
42,14,NOUN
587,4,NOUN
12855,4,PROPN
27,1,CCONJ
12856,10,PROPN
177,1,ADJ
12857,13,NOUN
10,4,PUNCT
1999,8,NOUN
27,4,CCONJ
587,10,NOUN
12858,4,NOUN
427,4,ADV
520,9,ADV
284,9,PUNCT
1541,8,NOUN
903,4,NOUN
36,4,DET
2,3,AUX
12859,2,NOUN
199,4,ADP
139,7,PUNCT
43,8,PROPN
183,1,PROPN
139,1,PUNCT
16,8,PUNCT
12860,8,PROPN
5,1,PRON
12316,5,VERB
3023,6,NOUN
237,4,NUM
468,12,PROPN
1693,1,PROPN
626,1,ADV
172,9,PUNCT
743,8,ADV
3288,9,VERB
127,6,ADP
2924,7,NOUN
16,4,PUNCT
8506,8,ADP
2133,7,NOUN
172,4,PUNCT
2133,8,NOUN
10,4,PUNCT
12861,8,NOUN
27,4,CCONJ
12862,10,NOUN
533,4,ADP
5096,7,NOUN
24,4,ADP
596,7,DET
1462,3,NOUN
27,4,CCONJ
12863,10,NOUN
10,4,PUNCT
219,8,SCONJ
5096,11,NOUN
8326,4,PROPN
8327,1,PROPN
6085,1,NUM
147,12,VERB
144,6,DET
1629,3,NOUN
12864,4,NOUN
6751,4,NOUN
12865,4,PROPN
12866,1,PROPN
5355,1,NOUN
5984,4,PROPN
16,1,PUNCT
5997,8,SCONJ
102,11,PART
2201,14,ADJ
12867,13,VERB
10,6,PUNCT
21,8,VERB
3216,6,PROPN
2481,1,PROPN
16,1,PUNCT
12868,8,PROPN
12869,1,PROPN
102,1,PART
492,14,VERB
11172,6,NOUN
172,4,PUNCT
11172,8,NOUN
5,4,PRON
353,5,VERB
12870,6,NOUN
16,4,PUNCT
12871,8,PROPN
2,1,AUX
251,2,NOUN
5,4,PRON
6,5,VERB
7,6,ADP
416,7,PROPN
12872,1,PROPN
10,1,PUNCT
663,8,PROPN
16,1,PUNCT
693,8,NOUN
36,4,DET
4583,3,VERB
6388,6,NOUN
1467,4,ADJ
199,13,ADP
596,7,DET
1911,3,NOUN
27,4,CCONJ
944,10,NOUN
7,4,ADP
12873,7,NOUN
12874,4,NOUN
16,4,PUNCT
5019,8,PROPN
139,1,PUNCT
12875,8,NOUN
139,4,PUNCT
1136,8,VERB
199,6,ADP
781,7,NOUN
2791,4,NOUN
12876,4,NOUN
10,4,PUNCT
1543,8,NOUN
5906,4,NOUN
5,4,PRON
1546,5,VERB
139,6,PUNCT
12877,8,VERB
75,6,ADP
3467,7,NOUN
139,4,PUNCT
16,8,PUNCT
100,8,NOUN
36,4,DET
3666,3,VERB
9271,6,NOUN
7,4,ADP
12878,7,PROPN
10,1,PUNCT
3,8,DET
251,3,NOUN
9756,4,ADP
3704,7,NUM
12543,12,NOUN
4076,4,ADP
5122,7,ADJ
12879,13,PROPN
10,1,PUNCT
5,8,PRON
1374,5,ADV
9194,9,VERB
12880,6,VERB
38,6,ADP
5630,7,PROPN
16,1,PUNCT
12881,8,PART
890,14,PRON
12882,5,NOUN
12883,4,ADJ
284,13,PUNCT
172,8,PUNCT
4631,8,ADJ
890,13,PRON
12882,5,NOUN
12883,4,ADJ
284,13,PUNCT
3602,8,ADP
12884,7,NOUN
219,4,SCONJ
12885,11,NOUN
349,4,ADV
6328,9,VERB
127,6,ADP
2763,7,NOUN
194,4,PUNCT
12886,8,PROPN
132,1,PUNCT
12887,8,PROPN
12888,1,PROPN
12889,1,NOUN
135,4,PUNCT
196,8,VERB
197,6,NOUN
81,4,NOUN
11857,4,NOUN
12890,4,NOUN
75,4,ADP
12891,7,VERB
877,6,NOUN
199,4,ADP
144,7,DET
12892,3,PROPN
2235,1,PROPN
16,1,PUNCT
12886,8,PROPN
686,1,ADP
11716,7,NOUN
300,4,SYM
3318,15,NOUN
12893,4,NOUN
2,4,AUX
2411,2,NOUN
12894,4,ADJ
199,13,ADP
12895,7,NOUN
144,4,DET
12896,3,PROPN
1513,1,SCONJ
6060,11,VERB
3999,6,NOUN
4000,4,ADJ
125,13,ADV
6261,9,VERB
1658,6,NOUN
11716,4,NOUN
300,4,SYM
3318,15,NOUN
12893,4,NOUN
5,4,PRON
871,5,ADV
12897,9,VERB
132,6,PUNCT
2444,8,VERB
12898,6,NOUN
135,4,PUNCT
46,8,ADP
202,7,NOUN
657,4,DET
16,3,PUNCT
12899,8,PROPN
2,1,AUX
3,2,DET
1287,3,NOUN
4,4,NOUN
7,4,ADP
413,7,NOUN
8,4,PROPN
12899,1,PROPN
10,1,PUNCT
11,8,NOUN
4606,4,PROPN
10,1,PUNCT
416,8,PROPN
1849,1,PROPN
2132,1,PROPN
16,1,PUNCT
2542,8,NOUN
237,4,NUM
1690,12,VERB
579,6,NUM
47,12,NOUN
125,4,ADV
10,9,PUNCT
95,8,ADV
46,9,ADP
47,7,NOUN
989,4,NUM
16,12,PUNCT
12900,8,NOUN
107,4,DET
7,3,ADP
12901,7,VERB
38,6,ADP
12902,7,NOUN
12903,4,PROPN
12904,1,PROPN
12905,1,PROPN
732,1,PUNCT
1513,8,SCONJ
3585,11,VERB
12906,6,ADV
4925,9,VERB
12907,6,NOUN
64,4,PUNCT
511,8,NOUN
27,4,CCONJ
12908,10,NOUN
10,4,PUNCT
125,8,ADV
7,9,ADP
441,7,VERB
12909,6,NOUN
5663,4,NOUN
8821,4,NOUN
5407,4,NOUN
5,4,PRON
125,5,ADV
7,9,ADP
12910,7,VERB
38,6,ADP
587,7,NOUN
172,4,PUNCT
587,8,NOUN
271,4,ADJ
16,13,PUNCT
4760,8,PROPN
12911,1,PROPN
501,1,NUM
12912,12,VERB
12913,6,PROPN
109,1,PROPN
12914,1,PROPN
6958,1,NOUN
5860,4,PROPN
12915,1,PROPN
7176,1,PROPN
132,1,PUNCT
4275,8,NOUN
9330,4,PROPN
12916,1,PROPN
135,1,PUNCT
127,8,ADP
12917,7,PROPN
12918,1,PROPN
132,1,PUNCT
12919,8,NOUN
135,4,PUNCT
27,8,CCONJ
3102,10,VERB
336,6,NUM
587,12,NOUN
7596,4,NOUN
10,4,PUNCT
660,8,ADV
194,9,PUNCT
1485,8,NUM
135,12,PUNCT
109,8,PROPN
12911,1,PROPN
322,1,NUM
10,12,PUNCT
237,8,NUM
135,12,PUNCT
109,8,PROPN
12920,1,PROPN
10,1,PUNCT
27,8,CCONJ
830,10,NUM
135,12,PUNCT
109,8,PROPN
12921,1,PROPN
16,1,PUNCT
12922,8,PROPN
118,1,ADV
349,9,ADV
10808,9,VERB
942,6,NOUN
6434,4,NOUN
1557,4,NOUN
5,4,PRON
6003,5,VERB
27,6,CCONJ
9637,10,VERB
75,6,ADP
1898,7,NOUN
1557,4,NOUN
16,4,PUNCT
12923,8,NOUN
12924,4,NOUN
2,4,AUX
410,2,NOUN
1681,4,NOUN
1199,4,NOUN
75,4,ADP
781,7,NOUN
426,4,PROPN
5,1,PRON
6858,5,VERB
1640,6,ADP
4565,7,NOUN
12925,4,NOUN
5228,4,NUM
10486,12,NUM
5,12,PRON
359,5,VERB
111,6,ADP
6985,7,VERB
